Verb,Model,ModelSize,Indices,Examples,Size,Coverage
запасать,NO_Acc,0.251,198  ,"усилие,сила  ",60,0.16
запасать,NO_Acc,0.251,543  ,"продукт,товар  ",31,0.5
запасать,NO_Acc,0.251,98  ,"вода,воздух  ",31,0.1111111111111111
запасать,NO_Acc,0.251,186  ,"еда,пища  ",31,0.1875
запасать,NO_Acc,0.251,483  ,"дрова,полено  ",14,0.2
запасать,NO_Acc,0.251,380  ,"резерв,запас  ",35,0.857142857142857
запасать,NO_Acc,0.251,85  ,"газ,топливо  ",10,0.13333333333333333
запасать,в_Loc,0.12,489  ,"аккумулятор,батарея  ",18,0.4
запасать,в_Loc,0.12,29  ,"клетка,организм  ",20,0.11666666666666665
запасать,NO_Gen,0.059,483  ,"дрова,полено  ",10,0.2
запасать,NO_Gen,0.059,186  ,"еда,пища  ",12,0.1875
запасать,на_Acc  NO_Acc,0.049,14  483  ,"день,время  дрова,полено  ",10,0.10362318840579711
дезинфицировать,NO_Acc,0.565,0  ,"дом,здание  ",150,0.10370370370370374
дезинфицировать,NO_Acc,0.565,184  ,"рана,шрам  ",101,0.5
дезинфицировать,NO_Acc,0.565,98  ,"вода,воздух  ",27,0.1111111111111111
дезинфицировать,NO_Acc,0.565,337  ,"предмет,вещь  ",14,0.25
дезинфицировать,NO_Acc,0.565,29  ,"клетка,организм  ",24,0.11666666666666665
дезинфицировать,NO_Ins,0.032,77  ,"вино,пиво  ",15,0.125
брить,NO_Acc,0.47,4  ,"нога,рука  ",337,0.13725490196078427
брить,NO_Acc,0.47,326  ,"борода,ус  ",194,0.4444444444444444
брить,NO_Acc,0.47,58  ,"кожа,волос  ",24,0.1
афишировать,NO_Acc,0.805,117  ,"отношение,связь  ",177,0.27272727272727276
афишировать,NO_Acc,0.805,195  ,"инцидент,событие  ",49,0.2
афишировать,NO_Acc,0.805,118  ,"ситуация,случай  ",59,0.3636363636363637
афишировать,NO_Acc,0.805,80  ,"создание,разработка  ",64,0.10638297872340426
афишировать,NO_Acc,0.805,309  ,"единство,единение  ",16,0.2222222222222222
афишировать,NO_Acc,0.805,57  ,"визит,поездка  ",31,0.14457831325301204
афишировать,NO_Acc,0.805,81  ,"стремление,желание  ",21,0.16129032258064516
афишировать,NO_Acc,0.805,82  ,"заболевание,болезнь  ",13,0.12903225806451613
афишировать,NO_Acc,0.805,284  ,"разница,различие  ",12,0.2
афишировать,NO_Acc,0.805,214  ,"причина,повод  ",13,0.21428571428571427
афишировать,NO_Acc,0.805,89  ,"данные,информация  ",24,0.10465116279069767
афишировать,NO_Acc,0.805,160  ,"проект,программа  ",10,0.1111111111111111
афишировать,NO_Acc,0.805,198  ,"усилие,сила  ",12,0.24000000000000002
громыхать,NO_Nom,0.257,633  ,"гром,раскат  ",37,1.0
громыхать,NO_Nom,0.257,79  ,"поезд,автобус  ",36,0.22580645161290322
громыхать,NO_Nom,0.257,177  ,"пушка,орудие  ",19,0.1764705882352941
громыхать,NO_Nom,0.257,111  ,"повозка,телега  ",15,0.125
громыхать,NO_Ins,0.225,102  ,"ботинок,сапог  ",24,0.15384615384615385
громыхать,NO_Ins,0.225,127  ,"колесо,вал  ",14,0.14285714285714285
громыхать,NO_Ins,0.225,17  ,"чашка,стакан  ",29,0.1645569620253165
громыхать,NO_Ins,0.225,188  ,"металл,сталь  ",15,0.1875
громыхать,NO_Ins,0.225,23  ,"окно,дверь  ",27,0.1285714285714286
громыхать,NO_Ins,0.225,24  ,"меч,клинок  ",10,0.10294117647058824
громыхать,по_Dat,0.053,210  ,"ступенька,лестница  ",11,0.2
громыхать,по_Dat,0.053,59  ,"путь,дорога  ",12,0.125
