Verb,Model,ModelSize,Indices,Examples,Size,Coverage
воскресать,в_Loc,0.072,346  ,"душа,сердце  ",12,0.375
воскресать,после_Gen,0.035,351  ,"смерть,гибель  ",70,0.5
грезить,о_Loc,0.282,436  ,"перспектива,будущее  ",26,0.5
грезить,NO_Ins,0.158,317  ,"идея,концепция  ",18,0.3333333333333333
грезить,NO_Ins,0.158,436  ,"перспектива,будущее  ",12,0.3333333333333333
грезить,NO_Nom  о_Loc,0.088,581  665  ,"атеист,безбожник  вечность,бесконечность  ",12,0.3333333333333333
глушить,NO_Acc,0.449,412  ,"сигнал,импульс  ",101,0.5
глушить,NO_Acc,0.449,77  ,"вино,пиво  ",97,0.5
глушить,NO_Acc,0.449,87  ,"телеканал,канал  ",70,0.3793103448275863
ворочать,NO_Ins,0.437,152  ,"сотня,десяток  ",159,0.33333333333333337
жалить,NO_Nom,0.236,63  ,"насекомое,муравей  ",196,0.36842105263157887
жалить,NO_Acc,0.175,148  ,"враг,противник  ",13,0.3684210526315789
