Verb,Model,ModelSize,Indices,Examples,Size,Coverage
воскресать,NO_Nom,0.398,37  ,"сознание,разум  ",114,0.12962962962962962
воскресать,NO_Ins,0.038,141  ,"способ,метод  ",33,0.10526315789473684
воскресать,после_Gen,0.035,351  ,"смерть,гибель  ",70,0.5
грезить,о_Loc,0.282,3  ,"страна,регион  ",79,0.1063829787234042
грезить,о_Loc,0.282,8  ,"человек,женщина  ",32,0.10810810810810813
грезить,NO_Nom,0.119,8  ,"человек,женщина  ",57,0.12612612612612614
глушить,NO_Acc,0.449,66  ,"двигатель,мотор  ",219,0.16666666666666666
глушить,NO_Acc,0.449,412  ,"сигнал,импульс  ",101,0.5
глушить,NO_Acc,0.449,116  ,"рыба,рыбка  ",65,0.13636363636363635
глушить,NO_Acc,0.449,77  ,"вино,пиво  ",97,0.5
глушить,NO_Acc,0.449,87  ,"телеканал,канал  ",70,0.3793103448275863
ворочать,NO_Ins,0.437,152  ,"сотня,десяток  ",159,0.33333333333333337
ворочать,NO_Ins,0.437,131  ,"деньга,сумма  ",82,0.2
ворочать,NO_Ins,0.437,4  ,"нога,рука  ",138,0.13725490196078427
ворочать,NO_Acc,0.175,90  ,"камень,песок  ",100,0.21428571428571425
ворочать,NO_Acc,0.175,86  ,"сумка,чемодан  ",42,0.16666666666666666
жалить,NO_Nom,0.236,32  ,"дракон,змея  ",105,0.14035087719298245
жалить,NO_Nom,0.236,63  ,"насекомое,муравей  ",196,0.36842105263157887
жалить,NO_Acc,0.175,4  ,"нога,рука  ",59,0.10784313725490191
жалить,в_Acc,0.112,4  ,"нога,рука  ",124,0.18627450980392163
жалить,NO_Ins,0.105,63  ,"насекомое,муравей  ",52,0.2894736842105263
