Verb,Model,ModelSize,Indices,Examples,Size,Coverage
выливать,NO_Acc,0.2,98  ,"вода,воздух  ",317,0.4074074074074074
выливать,NO_Acc,0.2,393  ,"осколок,обломок  ",60,0.14285714285714285
выливать,NO_Acc,0.2,77  ,"вино,пиво  ",83,0.375
выливать,NO_Acc,0.2,150  ,"волна,поток  ",29,0.16666666666666666
выливать,NO_Acc,0.2,592  ,"чай,кофе  ",40,0.6666666666666666
выливать,NO_Acc,0.2,36  ,"молоко,мясо  ",57,0.16071428571428567
выливать,NO_Acc,0.2,17  ,"чашка,стакан  ",161,0.4050632911392408
выливать,NO_Acc,0.2,237  ,"пыль,грязь  ",26,0.15384615384615385
выливать,NO_Acc,0.2,6  ,"удовольствие,радость  ",64,0.10426540284360186
выливать,NO_Acc,0.2,344  ,"дрянь,гадость  ",29,0.5
выливать,NO_Acc,0.2,161  ,"часть,половина  ",33,0.2857142857142857
выливать,NO_Acc,0.2,147  ,"раствор,смесь  ",32,0.2631578947368421
выливать,NO_Acc,0.2,104  ,"число,количество  ",34,0.16666666666666666
выливать,NO_Acc,0.2,56  ,"салат,блюдо  ",23,0.14634146341463414
выливать,NO_Acc,0.2,53  ,"гнев,ярость  ",39,0.23809523809523808
выливать,NO_Acc  на_Acc,0.144,98  4  ,"вода,воздух  нога,рука  ",79,0.15413943355119825
выливать,NO_Acc  на_Acc,0.144,17  4  ,"чашка,стакан  нога,рука  ",71,0.16129932985852577
выливать,NO_Acc  на_Acc,0.144,36  558  ,"молоко,мясо  сковородка,сковорода  ",20,0.29464285714285715
выливать,NO_Acc  в_Acc,0.129,393  17  ,"осколок,обломок  чашка,стакан  ",93,0.16636528028933095
выливать,NO_Acc  в_Acc,0.129,592  0  ,"чай,кофе  дом,здание  ",26,0.33518518518518514
выливать,NO_Acc  в_Acc,0.129,22  17  ,"приложение,браузер  чашка,стакан  ",53,0.10830807630593693
выливать,NO_Acc  в_Acc,0.129,98  17  ,"вода,воздух  чашка,стакан  ",26,0.2001875293014534
выливать,NO_Acc  в_Acc,0.129,77  0  ,"вино,пиво  дом,здание  ",20,0.1011574074074074
выливать,NO_Acc  в_Acc,0.129,36  17  ,"молоко,мясо  чашка,стакан  ",24,0.12319168173598553
выливать,NO_Acc  в_Acc,0.129,77  17  ,"вино,пиво  чашка,стакан  ",28,0.20727848101265825
выливать,на_Acc,0.081,558  ,"сковородка,сковорода  ",71,0.75
выливать,в_Acc,0.073,17  ,"чашка,стакан  ",153,0.43037974683544333
выливать,в_Acc,0.073,423  ,"колодец,скважина  ",20,0.5
выливать,из_Gen  NO_Acc,0.034,102  98  ,"ботинок,сапог  вода,воздух  ",77,0.22863247863247863
выливать,из_Gen  NO_Acc,0.034,17  98  ,"чашка,стакан  вода,воздух  ",42,0.17580872011251764
выливать,из_Gen,0.012,183  ,"золото,серебро  ",36,0.25
выливать,из_Gen,0.012,188  ,"металл,сталь  ",31,0.4375
грызть,NO_Acc,0.584,16  ,"дерево,куст  ",1046,0.32075471698113206
грызть,NO_Acc,0.584,58  ,"кожа,волос  ",443,0.15
грызть,NO_Acc,0.584,90  ,"камень,песок  ",398,0.24999999999999994
грызть,NO_Acc,0.584,376  ,"орех,семечко  ",279,0.857142857142857
грызть,NO_Acc,0.584,33  ,"овощ,фрукт  ",210,0.3508771929824561
грызть,NO_Acc,0.584,318  ,"кость,череп  ",140,0.6666666666666667
грызть,NO_Acc,0.584,36  ,"молоко,мясо  ",128,0.32142857142857134
грызть,NO_Acc,0.584,155  ,"ручка,рукоятка  ",77,0.2777777777777778
грызть,NO_Acc,0.584,4  ,"нога,рука  ",248,0.2843137254901961
грызть,NO_Acc,0.584,346  ,"душа,сердце  ",72,0.375
грызть,NO_Acc,0.584,28  ,"стол,столик  ",43,0.12000000000000001
грызть,NO_Acc,0.584,146  ,"пирожное,печение  ",29,0.3157894736842105
грызть,NO_Acc,0.584,29  ,"клетка,организм  ",48,0.15
грызть,NO_Acc,0.584,221  ,"конфета,сладость  ",53,0.8571428571428569
грызть,NO_Acc,0.584,188  ,"металл,сталь  ",21,0.125
грызть,NO_Acc,0.584,176  ,"кусочек,кусок  ",30,0.29411764705882354
грызть,NO_Acc,0.584,23  ,"окно,дверь  ",22,0.1142857142857143
грызть,NO_Acc,0.584,142  ,"семя,плод  ",23,0.2631578947368421
грызть,NO_Acc,0.584,102  ,"ботинок,сапог  ",21,0.2692307692307693
грызть,NO_Nom  NO_Acc,0.098,6  346  ,"удовольствие,радость  душа,сердце  ",22,0.15580568720379148
грызть,NO_Nom,0.087,6  ,"удовольствие,радость  ",179,0.12322274881516582
грызть,NO_Nom,0.087,238  ,"мысль,воспоминание  ",31,0.15384615384615385
грызть,NO_Nom,0.087,63  ,"насекомое,муравей  ",52,0.18421052631578946
грызть,NO_Nom,0.087,1  ,"животное,собака  ",60,0.11442786069651745
выползать,из_Gen,0.208,265  ,"нора,гнездо  ",107,0.5454545454545455
выползать,из_Gen,0.208,546  ,"убежище,укрытие  ",72,0.75
выползать,из_Gen,0.208,0  ,"дом,здание  ",245,0.18518518518518534
выползать,из_Gen,0.208,98  ,"вода,воздух  ",34,0.14814814814814814
выползать,из_Gen,0.208,110  ,"отверстие,щель  ",50,0.24999999999999997
выползать,из_Gen,0.208,10  ,"машина,автомобиль  ",37,0.11458333333333334
выползать,из_Gen,0.208,21  ,"гора,холм  ",132,0.1578947368421052
выползать,из_Gen,0.208,187  ,"канава,яма  ",44,0.375
выползать,из_Gen,0.208,109  ,"точка,сторона  ",20,0.125
выползать,из_Gen,0.208,23  ,"окно,дверь  ",43,0.1285714285714286
выползать,из_Gen,0.208,7  ,"луч,свет  ",42,0.10204081632653057
выползать,на_Acc,0.1,21  ,"гора,холм  ",190,0.13397129186602866
выползать,на_Acc,0.1,59  ,"путь,дорога  ",70,0.35000000000000003
выползать,NO_Nom,0.085,32  ,"дракон,змея  ",76,0.22807017543859648
выползать,NO_Nom,0.085,63  ,"насекомое,муравей  ",39,0.2894736842105263
выползать,NO_Nom,0.085,8  ,"человек,женщина  ",26,0.14414414414414414
выползать,из-под_Gen,0.037,28  ,"стол,столик  ",73,0.17333333333333334
гостить,у_Gen,0.151,12  ,"отец,брат  ",521,0.22660098522167468
гостить,у_Gen,0.151,8  ,"человек,женщина  ",25,0.10810810810810813
гостить,у_Gen,0.151,20  ,"император,царь  ",26,0.10526315789473681
гостить,в_Loc,0.151,3  ,"страна,регион  ",128,0.12234042553191482
гостить,NO_Nom,0.135,12  ,"отец,брат  ",215,0.1822660098522166
гостить,NO_Nom,0.135,8  ,"человек,женщина  ",57,0.15315315315315314
гостить,NO_Nom,0.135,19  ,"писатель,поэт  ",33,0.13157894736842105
гостить,NO_Nom,0.135,20  ,"император,царь  ",42,0.12499999999999994
гостить,на_Loc,0.034,469  ,"ферма,ранчо  ",27,0.4
гостить,NO_Acc,0.019,14  ,"день,время  ",80,0.10869565217391307
вышивать,NO_Ins,0.335,183  ,"золото,серебро  ",234,0.125
вышивать,NO_Ins,0.335,533  ,"бусинка,бусина  ",173,0.75
вышивать,NO_Ins,0.335,256  ,"нить,нитка  ",235,0.41666666666666663
вышивать,NO_Ins,0.335,189  ,"картинка,изображение  ",72,0.3125
вышивать,NO_Ins,0.335,166  ,"бриллиант,алмаз  ",34,0.1764705882352941
вышивать,NO_Ins,0.335,126  ,"цветок,роза  ",43,0.2857142857142857
вышивать,NO_Acc,0.109,189  ,"картинка,изображение  ",87,0.4375
вышивать,NO_Acc,0.109,5  ,"одежда,костюм  ",74,0.1232876712328767
вышивать,NO_Acc,0.109,28  ,"стол,столик  ",26,0.10666666666666667
вышивать,на_Loc,0.086,86  ,"сумка,чемодан  ",37,0.16666666666666666
вышивать,на_Loc,0.086,5  ,"одежда,костюм  ",75,0.26712328767123295
вышивать,NO_Nom,0.073,217  ,"знак,символ  ",25,0.4999999999999999
