Verb,Model,ModelSize,Indices,Examples,Size,Coverage
жить,в_Loc,0.308,0  ,"дом,здание  ",28361,0.5888888888888882
жить,в_Loc,0.308,3  ,"страна,регион  ",45369,0.6968085106382983
жить,в_Loc,0.308,118  ,"ситуация,случай  ",10720,0.6363636363636364
жить,в_Loc,0.308,541  ,"нищета,бедность  ",2857,0.75
жить,в_Loc,0.308,12  ,"отец,брат  ",2697,0.13793103448275854
жить,в_Loc,0.308,21  ,"гора,холм  ",6071,0.5885167464114849
жить,в_Loc,0.308,6  ,"удовольствие,радость  ",3194,0.39336492890995217
жить,в_Loc,0.308,60  ,"ученик,студент  ",1408,0.2222222222222223
жить,в_Loc,0.308,216  ,"отель,гостиница  ",2055,0.7857142857142855
жить,в_Loc,0.308,14  ,"день,время  ",3059,0.43478260869565166
жить,в_Loc,0.308,161  ,"часть,половина  ",1025,0.5238095238095237
жить,в_Loc,0.308,346  ,"душа,сердце  ",994,0.625
жить,в_Loc,0.308,23  ,"окно,дверь  ",944,0.30000000000000004
жить,в_Loc,0.308,7  ,"луч,свет  ",2011,0.4353741496598642
жить,в_Loc,0.308,297  ,"начало,конец  ",1156,0.5
жить,в_Loc,0.308,98  ,"вода,воздух  ",573,0.37037037037037035
жить,в_Loc,0.308,35  ,"храм,церковь  ",1279,0.5178571428571427
жить,в_Loc,0.308,674  ,"миграция,иммиграция  ",455,0.6666666666666666
жить,в_Loc,0.308,100  ,"соглашение,договор  ",490,0.14285714285714288
жить,в_Loc,0.308,395  ,"благо,благополучие  ",446,0.9999999999999998
жить,в_Loc,0.308,88  ,"красота,великолепие  ",487,0.2758620689655173
жить,в_Loc,0.308,122  ,"музей,галерея  ",606,0.6666666666666667
жить,в_Loc,0.308,164  ,"тюрьма,колония  ",1214,0.8333333333333336
жить,в_Loc,0.308,105  ,"больница,госпиталь  ",518,0.7200000000000001
жить,в_Loc,0.308,57  ,"визит,поездка  ",369,0.2530120481927712
жить,в_Loc,0.308,548  ,"рай,ад  ",538,1.0
жить,в_Loc,0.308,4  ,"нога,рука  ",786,0.20588235294117657
жить,в_Loc,0.308,398  ,"стоянка,парковка  ",226,0.2857142857142857
жить,в_Loc,0.308,266  ,"окоп,блиндаж  ",249,0.4545454545454546
жить,в_Loc,0.308,29  ,"клетка,организм  ",587,0.31666666666666665
жить,в_Loc,0.308,436  ,"перспектива,будущее  ",483,0.6666666666666666
жить,в_Loc,0.308,71  ,"история,рассказ  ",250,0.1111111111111111
жить,в_Loc,0.308,238  ,"мысль,воспоминание  ",305,0.6153846153846154
жить,в_Loc,0.308,133  ,"правда,ложь  ",254,0.39999999999999997
жить,в_Loc,0.308,451  ,"контекст,рамка  ",228,0.5
жить,в_Loc,0.308,113  ,"темп,скорость  ",270,0.34782608695652173
жить,в_Loc,0.308,763  ,"манер,лад  ",192,0.5
жить,в_Loc,0.308,438  ,"сосуд,вена  ",195,0.3333333333333333
