Verb,Model,ModelSize,Indices,Examples,Size,Coverage
выливать,NO_Acc,0.2,98  ,"вода,воздух  ",317,0.4074074074074074
выливать,NO_Acc,0.2,77  ,"вино,пиво  ",83,0.375
выливать,NO_Acc,0.2,592  ,"чай,кофе  ",40,0.6666666666666666
выливать,NO_Acc,0.2,17  ,"чашка,стакан  ",161,0.4050632911392408
выливать,NO_Acc,0.2,344  ,"дрянь,гадость  ",29,0.5
выливать,NO_Acc,0.2,161  ,"часть,половина  ",33,0.2857142857142857
выливать,NO_Acc,0.2,147  ,"раствор,смесь  ",32,0.2631578947368421
выливать,NO_Acc,0.2,53  ,"гнев,ярость  ",39,0.23809523809523808
выливать,NO_Acc,0.2,329  ,"вес,килограмм  ",11,0.2222222222222222
выливать,NO_Acc,0.2,739  ,"фарфор,керамика  ",10,0.5
выливать,NO_Acc,0.2,199  ,"алкоголь,спиртное  ",12,0.2
выливать,NO_Acc,0.2,566  ,"возмущение,негодование  ",10,0.75
выливать,NO_Acc  на_Acc,0.144,592  4  ,"чай,кофе  нога,рука  ",16,0.3431372549019608
выливать,NO_Acc  на_Acc,0.144,36  558  ,"молоко,мясо  сковородка,сковорода  ",20,0.29464285714285715
выливать,NO_Acc  в_Acc,0.129,592  0  ,"чай,кофе  дом,здание  ",26,0.33518518518518514
выливать,NO_Acc  в_Acc,0.129,147  558  ,"раствор,смесь  сковородка,сковорода  ",12,0.2763157894736842
выливать,NO_Acc  в_Acc,0.129,98  17  ,"вода,воздух  чашка,стакан  ",26,0.2001875293014534
выливать,NO_Acc  в_Acc,0.129,77  17  ,"вино,пиво  чашка,стакан  ",28,0.20727848101265825
выливать,на_Acc,0.081,558  ,"сковородка,сковорода  ",71,0.75
выливать,в_Acc,0.073,17  ,"чашка,стакан  ",153,0.43037974683544333
выливать,в_Acc,0.073,423  ,"колодец,скважина  ",20,0.5
выливать,из_Gen  NO_Acc,0.034,102  98  ,"ботинок,сапог  вода,воздух  ",77,0.22863247863247863
выливать,из_Gen,0.012,183  ,"золото,серебро  ",36,0.25
выливать,из_Gen,0.012,188  ,"металл,сталь  ",31,0.4375
грызть,NO_Acc,0.584,16  ,"дерево,куст  ",1046,0.32075471698113206
грызть,NO_Acc,0.584,90  ,"камень,песок  ",398,0.24999999999999994
грызть,NO_Acc,0.584,376  ,"орех,семечко  ",279,0.857142857142857
грызть,NO_Acc,0.584,33  ,"овощ,фрукт  ",210,0.3508771929824561
грызть,NO_Acc,0.584,318  ,"кость,череп  ",140,0.6666666666666667
грызть,NO_Acc,0.584,36  ,"молоко,мясо  ",128,0.32142857142857134
грызть,NO_Acc,0.584,155  ,"ручка,рукоятка  ",77,0.2777777777777778
грызть,NO_Acc,0.584,4  ,"нога,рука  ",248,0.2843137254901961
грызть,NO_Acc,0.584,346  ,"душа,сердце  ",72,0.375
грызть,NO_Acc,0.584,146  ,"пирожное,печение  ",29,0.3157894736842105
грызть,NO_Acc,0.584,221  ,"конфета,сладость  ",53,0.8571428571428569
грызть,NO_Acc,0.584,176  ,"кусочек,кусок  ",30,0.29411764705882354
грызть,NO_Acc,0.584,330  ,"кабель,провод  ",18,0.5555555555555556
грызть,NO_Acc,0.584,161  ,"часть,половина  ",16,0.2857142857142857
грызть,NO_Acc,0.584,337  ,"предмет,вещь  ",17,0.25
грызть,NO_Acc,0.584,244  ,"сахар,соль  ",11,0.23076923076923078
грызть,NO_Acc,0.584,142  ,"семя,плод  ",23,0.2631578947368421
грызть,NO_Acc,0.584,139  ,"труба,трубка  ",16,0.21052631578947367
грызть,NO_Acc,0.584,135  ,"канат,трос  ",18,0.3
грызть,NO_Acc,0.584,102  ,"ботинок,сапог  ",21,0.2692307692307693
грызть,NO_Acc,0.584,116  ,"рыба,рыбка  ",10,0.2272727272727273
грызть,NO_Acc,0.584,134  ,"пирожок,пирог  ",10,0.2
грызть,NO_Nom  NO_Acc,0.098,63  346  ,"насекомое,муравей  душа,сердце  ",13,0.2138157894736842
грызть,NO_Acc  в_Loc,0.018,90  258  ,"камень,песок  университет,институт  ",17,0.22619047619047616
выползать,из_Gen,0.208,265  ,"нора,гнездо  ",107,0.5454545454545455
выползать,из_Gen,0.208,546  ,"убежище,укрытие  ",72,0.75
выползать,из_Gen,0.208,110  ,"отверстие,щель  ",50,0.24999999999999997
выползать,из_Gen,0.208,187  ,"канава,яма  ",44,0.375
выползать,из_Gen,0.208,362  ,"отсек,кабина  ",14,0.5
выползать,из_Gen,0.208,266  ,"окоп,блиндаж  ",13,0.36363636363636365
выползать,на_Acc,0.1,59  ,"путь,дорога  ",70,0.35000000000000003
выползать,NO_Nom,0.085,32  ,"дракон,змея  ",76,0.22807017543859648
выползать,NO_Nom,0.085,63  ,"насекомое,муравей  ",39,0.2894736842105263
гостить,у_Gen,0.151,12  ,"отец,брат  ",521,0.22660098522167468
гостить,в_Loc,0.151,216  ,"отель,гостиница  ",16,0.21428571428571427
гостить,на_Loc,0.034,469  ,"ферма,ранчо  ",27,0.4
вышивать,NO_Ins,0.335,533  ,"бусинка,бусина  ",173,0.75
вышивать,NO_Ins,0.335,256  ,"нить,нитка  ",235,0.41666666666666663
вышивать,NO_Ins,0.335,189  ,"картинка,изображение  ",72,0.3125
вышивать,NO_Ins,0.335,126  ,"цветок,роза  ",43,0.2857142857142857
вышивать,NO_Acc,0.109,189  ,"картинка,изображение  ",87,0.4375
вышивать,NO_Acc,0.109,126  ,"цветок,роза  ",17,0.3333333333333333
вышивать,на_Loc,0.086,5  ,"одежда,костюм  ",75,0.26712328767123295
вышивать,NO_Nom,0.073,217  ,"знак,символ  ",25,0.4999999999999999
вышивать,NO_Nom  на_Loc,0.053,217  5  ,"знак,символ  одежда,костюм  ",12,0.20596868884540115
